0, 0, 3759.054931640625
0, 100, 421.2041931152344
0, 200, 369.0699157714844
0, 300, 278.8299560546875
0, 400, 285.3460693359375
0, 500, 304.83544921875
0, 600, 306.13385009765625
1, 0, 257.35992431640625
1, 100, 264.28619384765625
1, 200, 243.6025848388672
1, 300, 262.3999938964844
1, 400, 245.69911193847656
1, 500, 267.0751647949219
1, 600, 246.12449645996094
2, 0, 223.28585815429688
2, 100, 241.64163208007812
2, 200, 215.38076782226562
2, 300, 235.23692321777344
2, 400, 225.16549682617188
2, 500, 202.88905334472656
2, 600, 217.94422912597656
3, 0, 220.84127807617188
3, 100, 235.01226806640625
3, 200, 220.530029296875
3, 300, 239.8091278076172
3, 400, 231.97463989257812
3, 500, 218.846923828125
3, 600, 194.72418212890625
4, 0, 187.86976623535156
4, 100, 161.17100524902344
4, 200, 197.72943115234375
4, 300, 214.9877471923828
4, 400, 169.83966064453125
4, 500, 194.27210998535156
4, 600, 190.83740234375
5, 0, 136.75067138671875
5, 100, 149.1742706298828
5, 200, 204.27749633789062
5, 300, 154.6607666015625
5, 400, 169.681884765625
5, 500, 184.70465087890625
5, 600, 173.54788208007812
6, 0, 162.23089599609375
6, 100, 156.7188720703125
6, 200, 194.9088897705078
6, 300, 157.05062866210938
6, 400, 173.65545654296875
6, 500, 151.1691131591797
6, 600, 157.7131805419922
7, 0, 162.8961944580078
7, 100, 169.00833129882812
7, 200, 163.17323303222656
7, 300, 145.8693084716797
7, 400, 146.38340759277344
7, 500, 158.44882202148438
7, 600, 163.68276977539062
8, 0, 155.34463500976562
8, 100, 145.90618896484375
8, 200, 152.1869354248047
8, 300, 142.32945251464844
8, 400, 151.97933959960938
8, 500, 153.825927734375
8, 600, 174.14413452148438
9, 0, 132.21499633789062
9, 100, 117.61236572265625
9, 200, 148.82733154296875
9, 300, 141.32952880859375
9, 400, 124.72200012207031
9, 500, 154.087890625
9, 600, 137.26254272460938
10, 0, 145.38967895507812
10, 100, 166.0176239013672
10, 200, 139.5327606201172
10, 300, 116.23734283447266
10, 400, 130.38226318359375
10, 500, 103.48600006103516
10, 600, 157.78883361816406
11, 0, 122.18727111816406
11, 100, 117.03919982910156
11, 200, 140.80419921875
11, 300, 147.53135681152344
11, 400, 151.0555419921875
11, 500, 133.54269409179688
11, 600, 131.31857299804688
12, 0, 82.74862670898438
12, 100, 103.07939147949219
12, 200, 114.32032775878906
12, 300, 112.77728271484375
12, 400, 118.33160400390625
12, 500, 106.12330627441406
12, 600, 122.30604553222656
13, 0, 111.90958404541016
13, 100, 96.9054183959961
13, 200, 92.74113464355469
13, 300, 122.6773681640625
13, 400, 90.07206726074219
13, 500, 117.56549072265625
13, 600, 123.5504379272461
14, 0, 101.14335632324219
14, 100, 108.51991271972656
14, 200, 114.20310974121094
14, 300, 103.8897476196289
14, 400, 101.45624542236328
14, 500, 114.443603515625
14, 600, 110.828369140625
15, 0, 100.71851348876953
15, 100, 118.31073760986328
15, 200, 81.19381713867188
15, 300, 118.00397491455078
15, 400, 93.36724853515625
15, 500, 104.95662689208984
15, 600, 98.84051513671875
16, 0, 89.91517639160156
16, 100, 85.1265869140625
16, 200, 94.04093170166016
16, 300, 109.37873840332031
16, 400, 98.76303100585938
16, 500, 106.42142486572266
16, 600, 92.68570709228516
17, 0, 102.96078491210938
17, 100, 101.9378890991211
17, 200, 101.70706176757812
17, 300, 92.98695373535156
17, 400, 92.48312377929688
17, 500, 104.56612396240234
17, 600, 90.51847076416016
18, 0, 83.80818939208984
18, 100, 79.01094055175781
18, 200, 88.94419860839844
18, 300, 101.71905517578125
18, 400, 96.12080383300781
18, 500, 105.95521545410156
18, 600, 85.05519104003906
19, 0, 70.60675048828125
19, 100, 83.8910903930664
19, 200, 92.24761962890625
19, 300, 95.00503540039062
19, 400, 92.12329864501953
19, 500, 90.89532470703125
19, 600, 115.78793334960938
20, 0, 65.2903060913086
20, 100, 80.95399475097656
20, 200, 67.37580871582031
20, 300, 73.22334289550781
20, 400, 97.84111022949219
20, 500, 81.71337127685547
20, 600, 71.65133666992188
21, 0, 82.0527572631836
21, 100, 111.41302490234375
21, 200, 78.26449584960938
21, 300, 89.61310577392578
21, 400, 72.83145904541016
21, 500, 81.5656509399414
21, 600, 107.54842376708984
22, 0, 78.54017639160156
22, 100, 74.39179992675781
22, 200, 80.17987060546875
22, 300, 60.98998260498047
22, 400, 83.78724670410156
22, 500, 72.3817367553711
22, 600, 83.64181518554688
23, 0, 67.66133880615234
23, 100, 70.24468231201172
23, 200, 82.39643859863281
23, 300, 64.4149169921875
23, 400, 78.0233154296875
23, 500, 96.79893493652344
23, 600, 89.41625213623047
24, 0, 85.20011901855469
24, 100, 83.14114379882812
24, 200, 75.3204345703125
24, 300, 64.48216247558594
24, 400, 68.28572082519531
24, 500, 90.56773376464844
24, 600, 97.2031478881836
25, 0, 63.990936279296875
25, 100, 51.58160400390625
25, 200, 67.64667510986328
25, 300, 62.240596771240234
25, 400, 68.06360626220703
25, 500, 78.76622009277344
25, 600, 77.28126525878906
26, 0, 71.97138977050781
26, 100, 65.00029754638672
26, 200, 67.55252075195312
26, 300, 68.89013671875
26, 400, 65.48695373535156
26, 500, 65.36747741699219
26, 600, 65.68875122070312
27, 0, 77.18247985839844
27, 100, 76.42251586914062
27, 200, 82.04460906982422
27, 300, 55.39607620239258
27, 400, 59.67271041870117
27, 500, 70.67282104492188
27, 600, 66.093505859375
28, 0, 57.67871856689453
28, 100, 64.63347625732422
28, 200, 63.563209533691406
28, 300, 72.98428344726562
28, 400, 58.004066467285156
28, 500, 89.78702545166016
28, 600, 58.02299118041992
29, 0, 68.78097534179688
29, 100, 61.02997589111328
29, 200, 55.53046417236328
29, 300, 54.5860481262207
29, 400, 74.80089569091797
29, 500, 54.776161193847656
29, 600, 53.95752716064453
30, 0, 58.592777252197266
30, 100, 64.0260009765625
30, 200, 38.08045959472656
30, 300, 62.18965530395508
30, 400, 62.60443878173828
30, 500, 76.90621948242188
30, 600, 52.95886993408203
31, 0, 60.79898452758789
31, 100, 44.28227615356445
31, 200, 47.13801956176758
31, 300, 73.56434631347656
31, 400, 56.17791748046875
31, 500, 54.14530563354492
31, 600, 53.570072174072266
32, 0, 72.71941375732422
32, 100, 60.27935028076172
32, 200, 65.99105834960938
32, 300, 50.492286682128906
32, 400, 46.31415939331055
32, 500, 47.0211181640625
32, 600, 64.17949676513672
33, 0, 63.26214599609375
33, 100, 53.345523834228516
33, 200, 43.75823974609375
33, 300, 52.45064926147461
33, 400, 42.593719482421875
33, 500, 54.655677795410156
33, 600, 60.0877571105957
34, 0, 54.9353141784668
34, 100, 77.4831314086914
34, 200, 52.603355407714844
34, 300, 50.41777420043945
34, 400, 68.59004974365234
34, 500, 55.28611755371094
34, 600, 50.794864654541016
35, 0, 37.326194763183594
35, 100, 52.210357666015625
35, 200, 65.80931091308594
35, 300, 61.412208557128906
35, 400, 39.34122848510742
35, 500, 63.185447692871094
35, 600, 53.31631851196289
36, 0, 51.85255432128906
36, 100, 47.5669059753418
36, 200, 52.25264358520508
36, 300, 48.34732437133789
36, 400, 53.513641357421875
36, 500, 47.47267150878906
36, 600, 43.40317153930664
37, 0, 27.969303131103516
37, 100, 41.539424896240234
37, 200, 46.9804801940918
37, 300, 61.110130310058594
37, 400, 62.251312255859375
37, 500, 50.6719856262207
37, 600, 58.565338134765625
38, 0, 46.540008544921875
38, 100, 44.519100189208984
38, 200, 51.577980041503906
38, 300, 44.392581939697266
38, 400, 35.20219039916992
38, 500, 54.59703826904297
38, 600, 52.35429000854492
39, 0, 36.63744354248047
39, 100, 36.29161071777344
39, 200, 45.49467086791992
39, 300, 87.68208312988281
39, 400, 47.55493927001953
39, 500, 57.967193603515625
39, 600, 64.40348052978516
40, 0, 52.95896911621094
40, 100, 48.940067291259766
40, 200, 40.1900749206543
40, 300, 46.74334716796875
40, 400, 53.93801498413086
40, 500, 51.571197509765625
40, 600, 61.31669235229492